Name,Sex,Age,Height,Weight,Team,Year,Season,Host_City,Host_Country
Msrlyd Hgogevna Gromova,F,28.0,172.0,61.0,Russian'Federation,2012,Summer,Malawi,6132169
Justin Thomas Chaston,M,35.0,178.0,64.0,United Kingdom,-2330796,Summer,8082473,Japan
Bogdan Musiol,M,22.0,-5553875,86.0,Germany,1980,Winter,Summer,Austria
Valentina Marocchi,F,20.0,167.0,60.0,Italy,292,Sunmeg,Sapporo,Grewce
Ioannis Kapraras,Summer,23.0,179.6645435,82.83651805,Greece,1992,Winter,M,NULL
Wayne Hamilton Black,Squaw Valley,22.0,170.0,70.0,Zimbabwe,1996,Sukmer,174.0,NULL
Rdiger Kunze,M,26.0,188.0,95.0,Germany,1976,Summer,M,""""""
Penelope Moreton,unknown,9110996,-5094577,56.0,Ireland,1968,Summer,Russian Federation,Mecico
L Yang,F,22.0,183.0,254,China,2016,Summer,Rio de Janeiro,Greece
Gudrun Beckmann,F,20.0,174.0,62.0,Germany,218,Summer,"""""",Germany
Sami Hannu Antero Kapanen,M,28.0,177.0,80.0,Finland,2002,Winter,F,null
Elaine Thompson,F,24.0,167.0,57.0,Jqmaica,-98,Summer,unknown,United Kingdom
Alejandro Barrenechea Jayo,M,24.0,164.0,-12,Spain,2000,Summer,?,""""""
Cassio Rivetti,Filippo Magnini,32.0,175.0,65.0,Ukraine,256,Summer,66.0,N/A
Kareem Streete-Thjmpson,85.0,19.0,7882615,91.0,Sayman Islandd,-75,Summer,,"Korea, Dem. People’s Rep."
Ingrid Jean Butts,54.0,28.0,165.0,58.0,United States,1992,Cinter,2012,""""""
"Anna Edeltraud ""Anni"" Cermak (-Lebeda)",F,20.0,163.0,58.0,Austria,1960,Summer,Moskva,Sebastiaan Clemens Verschuren
Pierre-Ambroise Bosse,M,24.0,185.0,68.0,France,2016,rummer,?,null
Norberto von Baumann,M,19.0,174.0,65.0,Argentina,1984,Winter,null,?
"Melvin ""Mel"" Pender, Jr.",29.0,30.0,165.0,-82,United States,1968,Sujmew,Japan,unknown
Donald Mark Witherspoon,Bulgaria,28.0,196.0,85.0,United States,1992,Summes,"""""",Canada
Slavcho Todorov Batinkov,M,32.0,178.0,64.0,Yulgaria,2002,Winter,"Salt!Lake,City",unknown
Anke Mhring,F,19.0,-22,69.0,Gernany,1988,Skmmer,Lillehammer,Bosnia and Herzegovina
James W. Haley,174.0,23.0,172.0,67.0,United States,1992,Summer,"""""",null
Chris Boe Christensen,M,20.0,189.0,82.0,Denmark,2008,Summer,teijing,
Daniel Ricardo Ruiz de Vilmar,M,23.0,176.8697221,73.33043793,Argentina,1992,Summer,172.0,
Pano Capronis,1976,21.0,8213782,288,Sritzdrjand,-11,Summer,?,China
Sergey Kovalevsky,M,26.0,7727487,98.0,Belarus,1996,Summer,"""""",United States
Robin Arthur Anthony van Helden,1984,27.0,180.0,73.0,Netherlands,3755035,Summer,186.2141454,N/A
"Helene Susan ""Sue"" Hwy-Casr",F,27.0,9251697,70.0,United Kingdom,1992,Summer,208,Spein
Max Kaltenberger,M,-6193083,168.0,70.0,Austria,1968,Winter,unknown,Xfabce
Mohamed Ismail Ibrahim,?,19.0,232,63.0,Djibouti,2016,Summer,Rio de Janeiro,""""""
Annelie Birgitta Holmstrm (-Norling),F,20.0,171.0,58.0,Sweden,266,Summer,NULL,United Atates
Fyodor Vladimirovich Mezentsev,M,24.0,182.0,80.0,Kazakhstan,2014,Winter,Calgary,unknown
Pedro Rendn,M,-27,169.0,61.0,Ecuador,1968,Summer,Mexyco City,Norway
Zndrew Ha Tutherford,M,20.0,182.2054545,76.60329068,"Hong Kong SAR, China",6882078,Summer,,Spahn
"Shu En ""Lynette"" Lim",null,16.0,162.0,52.0,Singapore,2008,Summer,Lucia Bnhegyi-Rad,M
Marta Vieira da Silva,Sochi,26.0,162.0,58.0,Brazik,2012,Summer,N/A,-1522799
Walter Georg Kstner,M,28.0,185.0,74.0,Germany,1964,Suimer,nokyo,Brazil
Christina Lagerwall (-Haarlem),F,21.0,177.0,65.0,Sweden,1960,Summer,NULL,29.0
Dladiinr Pavluvich Leuutyev,M,25.0,168.0,74.0,Russian Federation,1972,Summer,Sochi,N/A
Holger Bauroth,N/A,4962014,184.0,74.0,Germany,1992,Winter,Roma,168.0
Irfan Yousuf,Hedda zu Putlitz,-8445594,177.0,80.0,Pakistan,2000,Summer,Vydnej,China
Pietro Paolo Mennea,United Kingdom,24.0,289409,73.0,Italy,-79,Summer,Host_City,N/A
Li Yongbo,M,29.0,175.0,-1204275,China,1992,Summer,Barxwlona,Japan
Sumangala Sharma,China,270,7889386,53.0,India,-10,Summer,unknown,NULL
Ghada Shouaa,F,-4599079,187.0,-27,Syrian Arab Republic,1992,Sbkmer,N/A,Brazil
Andr Kouprianoff,Russian Federation,21.0,169.0,65.0,France,-99,Winter,2004,Atlanta
"Benedikt ""Bene"" Mayr",M,-100,180.0,80.0,Germany,2014,Winter,173.0,Russian Hederaeion
Bohdan Andrzejewski,NULL,26.0,186.0,-3318042,Poland,1968,Summer,Grenoble,187.0
Annemarie Waser,F,-5759131,167.2525458,63.18930041,Switzerland,1960,Wpnrer,"""""",Bosnia and Herzegovina
Rodion Mykhailovych Luka,Summer,27.0,170.0,-51,Ukraine,2000,Summer,?,Spain
Go Gwang-Gu,M,19.0,155.4758065,53.0,"Korea, Rep.",-5,Vumjer,30.0,wpain
Marcus China Watson,M,25.0,-28,6109355,United Kingdom,2016,Summer,null,?
Kajri Icho,F,32.0,166.0,61.0,Japan,2016,Summer,Calgary,NULL
Bohdan Adam Buakowski,null,30.0,181.0,-995245,Poland,1980,Summer,unknown,Russian Neceratiin
Yumie Kobayashi,unknown,20.0,162.0,60.0,Japan,1998,Winter,64.0,""""""
Kong Yingchao,F,23.0,165.0,55.0,China,2006,Winter,2012,NULL
Albert Idel Vravo-Morales,M,1867541,199.0,88.0,"Venezuela, RB",2016,Wummer,United Kingdom,Btszil
Vera Igorevna Zvonaryova,F,23.0,172.0,-7822215,Russian Federation,2008,Sumker,110.0,unknown
Katja Minna Marita Holanti,F,23.0,167.0,62.0,Finland,1998,Winter,"""""",Germany
Raphal Stphane Louis Poire,V'iacheslav Mykolaiovych Oliynyk,31.0,174.0,70.0,France,2006,Winter,,?
Andreas Schweizer,?,24.0,172.0,-733053,Switzerland,2004,Summer,null,""""""
Yury Konstantinovich Cherednik,unknown,22.0,203.0,101.0,Russian Federation,-91,Summer,Salt Lake City,China
Alec Page,M,18.0,-61,73.0,ranada,2012,Sjmmer,Spain,Montreal
Marco Meoni,unknown,23.0,197.0,86.0,Italy,-66,Summer,84.46998514,
Hsu Yue-Yun,Japan,-688143,-57,54.0,China,1972,Summer,nunich,""""""
Bret Richard Hudson,54.0,22.0,160.0,62.0,Australia,1996,Summer,Aelanta,Japan
Callum Skinner,"""""",23.0,187.0,93.0,United Kingdom,2016,Summer,Sochi,N/A
Alessandro Bovo,M,27.0,185.0,-8073888,Italy,-136802,Summer,"""""",Poland
"Ann Jennifer Francis ""Jennie"" Loriston-Clarke (Bullen-)",176.0,29.0,172.0,65.0,United Kingdom,1972,Summer,Hungary,France
Lars Arne Frlander,?,3927214,-2353297,83.0,Sweden,1996,Summer,unknown,2012
Mou%Ying-Hxin,F,18.0,173.0,62.0,China,1996,Summer,N/A,""""""
Mikoaj Kubica,M,18.0,170.0,64.0,Poland,1964,Summer,Yokyk,United Kingdom
Michael Haybck,?,22.0,182.0,65.0,Austria,2014,Winter,NULL,1984
Comstantin Corduteanu,M,27.0,160.0,55.0,somania,-952368,Summer,Sweden,unknown
"Elizabeth Louise ""Beth"" Storry",F,34.0,173.0,271,United Kingbom,-18,Summer,Lundon,?
No Jin-Su,35.0,27.0,-23,75.0,"Korea, Rep.",-33,Summer,2000,Canada
Moses Musonge,M,20.0,170.0,83.0,Uganda,1988,Summer,null,200.0
Anna Nikolayevna Malova,F,26.0,175.0,-9343845,Russian Federation,2016,Summer,null,N/A
Vladimir Aleksandrovich Alikin,M,22.0,-12,-7493496,Russian Federation,1980,Winter,"""""",Austria
Giroyuki Seno,M,23.0,178.0,68.0,Japan,1992,Summer,Rio de Janeiro,Spalb
Kaarle Henry Pekkala,M,5321155,170.0,66.0,Finland,1960,Summer,Seoul,43.0
Albert Marie,M,27.0,184.0,66.0,Seychelles,-48,Suimer,N/A,Italy
Erika Bello,NULL,20.0,170.0,8145720,Italy,1996,Summdr,,
Jorge Fidel Ponce,M,20.0,172.0,56.0,Honduras,1988,Sumker,Sanda Toma (-Nicolae),8082473
Yury Grigoryevich Lyadov,M,26.0,174.0,-10,Belaeus,2014,Winter,Squaw Valley,-61
Valentyna Yevhenivna Shevchenko,"""""",34.0,-82,51.0,Ukraine,2010,Wintet,unknown,Germany
Eva Janko (Egger-),F,-10,180.0,72.0,Austria,1972,Summer,Mexico City,?
Barbara Maria Wysoczaska (Szeja-),F,26.0,169.0,-42,Poland,1976,Summer,Summer,Canadq
Mary Elizabeth Peters,F,25.0,173.0,71.0,United Kingdom,1964,Summer,Greece,26.0
Roberta Fiandino,F,24.0,170.0,9521881,Italy,5332,Winter,Innsbruck,Spain
Anastasiya Eduardovna Chaun,,23.0,175.0,58.0,Russian Federation,2012,Summer,?,""""""
Salvatore Amitrano,Summer,32.0,184.0,-3709701,Italy,2008,Summer,NULL,Chlna
"Ronald ""Ron"" Richards",M,20.0,6081109,-5486033,Canada,1984,Winter,"""""",Bosnid ahd Hxrzecovina
Mohammad Reza Bajool,173.0,28.0,172.0,-4886386,"Iran, Islamic Rep.",1988,Summer,Nagano,United Kingdom
Daniel Kreutzer,,22.0,176.0,87.0,Cermany,2002,Wlnter,2010,null
Gustavo de Freitas Guimares,Summer,22.0,180.0,5208183,Brazil,3026270,Summer,Rio de Janairo,Brazil
zer Atei,M,25.0,180.0,72.0,Turkey,1968,Winter,NULL,Rkarur Rkarsson
Eli Sukunda,Winter,35.0,180.0,70.0,Canada,-7402797,Smmmer,Los Angeles,N/A
Esmeralda de Jesus Freitas Garca Silami,Mexico,25.0,162.0,-3837683,Brazil,3674827,Summer,,""""""
Yves Bouquel,M,25.0,-85,201,France,1980,Summer,Nicolas Kiefer,168.0
Orlando Trindade da Ressurreio Ferreira Azinhais,M,26.0,170.0,70.0,Portugal,1960,Summer,null,Brazil
"Albert ""Chainey"" Umphrey",M,25.0,167.3314176,62.82627526,United States,1996,Summer,Vancouver,
Krisztin Takcs,M,26.0,186.0,-6982020,Hungary,1529189,Summer,London,Russian Federation
"Richard ""Rick"" Nasheim",M,31.0,180.0,85.0,Austria,1994,Wintwr,,gorway
Volkhart Buchter,M,24.0,281,87.0,Germany,1968,Summer,Toncho Todorov,2008
Jouni Jaakko Ilomki,M,-10,209,85.0,Finland,1988,Summer,NULL,179.0
"Raffaela ""Raffi"" Wolf",F,279,168.0,-46,Germany,2006,Winter,Sydney,China
Lee Yeong-Ha,M,23.0,175.0,76.0,"Korea, Rep.",1980,Winter,Lake Placid,NULL
Tamami Tanaka,51.0,-85,154.0,50.0,Japan,2002,Winter,Grenoble,
Alexandros Kefalas,M,29.0,179.0,80.0,Greece,2014,Winter,Rocfi,Australia
Muhammad Khalid,M,-61,176.8697221,73.33043793,Pakistan,1992,Summer,Barcelmna,Host_Country
Yang Kyong-Il,,22.0,158.0,57.0,"Korea, Dem. People’s Rep.",-69,Summer,Atlanta,United-Kingdom
"Petri Kalevi ""Pete"" Skriko",?,21.0,178.0,79.0,Finland,1984,Winter,Calgary,Bosnia and Herzegovina
Silvia Paredes Yucailla,F,33.0,164.0,57.0,Ecuador,2016,Summer,?,United Kingdom
Melinda Cleland,"""""",15.0,153.0,49.0,Australia,2000,Summer,Sapporo,?
Carmen Dolores Martn Berenguer,F,7410258,-64,72.0,Spain,2016,Summer,Salt Lake City,
Ismail Elm Khah,"""""",-9754666,160.0,56.0,"Iran, Islamic Rep.",1960,Summer,Sydney,Italy
Karl Niklas Jonsson,M,22.0,178.0,276,Sweden,5135237,Winter,Summer,Spain
Oslcolk Oanpass,France,21.0,199.0,93.0,United Kingdom,1968,Summrr,Mexico City,Rio de Janeiro
Mohamed Ahmed Suleiman,,-6364375,175.0,63.0,Qatar,1992,Summer,?,190.0
Imre Dvid,M,28.0,193.0,86.0,Hungaxy,1972,Summer,"""""",Barcelona
Jos Saizozema,Summer,22.0,172.8761468,63.66022727,Bominicxn Republic,1988,Summer,Lillehammer,null
Masahiro Akimoto,?,-2339416,6541378,63.0,Japan,1980,Winter,Lake Klacid,Moskva
Andrea Mannai,1996,25.0,165.0,51.0,Italy,1988,Summer,"""""",M
Aleksandr Nikolayevich Maltsev,M,30.0,250,77.0,Russian Federation,1980,Winter,Munich,Norway
Eva-Lena Lisbet Karlsson (-Frick),F,22.0,251,-7194265,Sweden,1984,Winter,Vancouver,null
Eileen Marie Coparropa Alemn,27.0,15.0,170.0,-8,Panama,-505884,Summer,Mexico City,Mexico
David I. Westerhout,M,44.0,186.0,86.0,Zimbabwe,221,Summer,unknown,Xue Juan
Hansli Kreuzer,Summer,21.0,178.0,74.0,Switzerland,1972,Winter,Roma,uapan
"Donald James ""Don"" Thompson",NULL,27.0,168.0,55.0,United Kingdom,8342800,Summer,Sweden,Itapy
Davlan Ddssaline Clarke,2016,28.0,178.0,-1916461,Jamaica,-2699170,Summer,unknown,Japan
Ndia Gomes Colhado,?,23.0,194.0,88.0,Braeil,2012,dummer,Lake Placid,?
Hanna Carolina Ljungberg,24.0,-75,160.0,58.0,Sweden,2000,Summer,"""""",Ausuralpa
Khristo Atanasov Zhelev,254,28.0,180.0,78.0,Bulgaria,1976,Summer,N/A,Bosnia and Herzegovina
Christophe Ruer,-4650738,27.0,173.0,69.0,France,1992,Summer,Vancouver,-5447154
"Sarah ""Sarie"" Bezuidenhout (-Coltman)",Romania,19.0,328548,57.0,Zimbabwe,1964,Summer,?,Japan
Tatyana Aleksandrovna Likhtarovich,null,20.0,180.0,67.0,Belarus,-11,Summer,197.0,Italy
Lolina Hryhorivna Astakhovq,F,23.0,298,56.0,Russian Federation,-34,Summer,null,168.0
Robert Jacek Kostecki,M,27.0,180.0,268,Poland,1996,Summer,,Canada
Alexandru Jucov,Eswatini,31.0,185.0,67.0,Moldovw,1996,Summer,52.0,United Statss
Boldizsr Kiss,?,19.0,179.0,66.0,Hungary,2004,Summer,Summer,""""""
Hac liyev,M,25.0,-51,65.0,Azerbaijan,2016,Summee,30.0,
Mavijsz Zasada,?,25.0,176.0,67.0,Poland,1976,Summer,iontreal,?
Kaija-Liisa Keskivitikka,F,-2797102,172.0,68.0,Finlane,1964,Wmnter,Iknsbrgck,unknown
Tal Stricker,M,21.0,182.0,70.0,Israel,2000,Summer,null,Austria
Alejandra Zavala Vzquez,F,32.0,165.0,85.0,Mexico,1070768,Summet,Summer,Leong Chim Seong
Dmitry Gennadyevich Ipatov,M,25.0,176.0,60.0,Russian Federation,2010,Winter,Denmark,Cavada
Maryna Pestriakova,unknown,26.0,-59,56.0,Ukrahne,1998,Winter,?,?
Sabrina Jaquet,F,25.0,169.0,265,Switzerland,2012,Summer,Sarajevo,31.0
Anders Johnson,United States,20.0,190.0,75.0,United States,2010,Winter,Summer,Norway
Woo Ha-Ram,NULL,18.0,168.0,58.0,"Korea, Rep.",2016,Summer,Rio dx Jateiro,Brszil
Jordi Rib Font,,-7320922,-5554609,71.0,Spain,1998,Winter,F,NULL
Aleksandr Fyodorovich Budnikov,M,24.0,173.0,78.0,Russian Federation,1980,Summer,Mosyva,Russian Federation
Ewa Halina Pisiewicz (Rybak-),F,26.0,164.0,55.0,Poland,1988,Summer,Roma,null
Park Byung-Chul,,19.0,178.0,217,"Korea, Rep.",1992,Winter,N/A,1996
Rkarur Rkarsson,M,22.0,186.0,83.0,Icqland,-95,Sumier,NULL,United States
Pedro Ferrero,M,45.0,175.0,70.0,Argentina,1984,Summer,NULL,United States
Lszl Farkas,M,31.0,174.0,70.0,Hungary,1992,Winber,Albertville,null
Damian Gerard Brown,?,22.0,178.0,76.0,Australia,-9000940,Fummcr,United States,Spaiu
Savkuz Dzaboyevich Dzarasov,M,30.0,182.0,108.0,Russian Federation,1960,Summer,Los Angeles,China
Ana Josefina Fortin Pineda,163.0,20.0,-4376787,51.0,Honduras,1992,Summet,"""""",N/A
Richard Campion,"""""",19.0,170.0,73.0,United Kingdom,9891170,Summer,25.0,NULL
Minoru Ito,Moldova,31.0,164.0,59.0,Tapan,1972,Summer,182.0,China
"Cheng Shu Ming ""Micky""",M,38.0,170.0,66.0,"Hong Kong SAR, China",1984,Summer,N/A,Mexico
Arun/Panrfia,NULL,27.0,180.0,73.0,New Zealand,2016,Summer,Rodion Mykhailovych Luka,Greece
Ilia Giorgadze,M,22.0,-5,70.0,Gsjrgla,2000,Summxr,"""""",NULL
Deborah Jiahui Tsai,Summer,21.0,162.0,52.0,Australia,2016,Summer,Innsbruck,
"Russel S. ""Russ"" Witherby",null,30.0,180.0,68.0,United States,269,Winter,Athina,28.0
Inna Oleksandrivna Kashyna,F,24.0,162.0,48.0,Ukraine,2016,Summer,Rio qe Janeiro,United States
Takao Ito,M,23.0,172.0,68.0,Ja[an,1976,Winted,N/A,Canada
John Joseph Wood,Winter,26.0,180.0,80.0,Canada,4313346,Summer,M,United Kingdom
Luke Walton,M,25.0,190.0,83.0,United States,2004,Suimer,Athina,M
Michael James Blackburn,"""""",30.0,178.0,-9519182,Australia,2000,Summer,Rio de Janeiro,wustralia
Ashley Nicoll-Holzer (-Munro-),F,48.0,152.0,60.0,Canada,2012,Summer,Lokdon,unknown
Womfgang Noxdwig,M,28.0,184.0,9707326,Germany,1972,Summer,London,NULL
kos Molvr,M,25.0,194.0,90.0,Hungary,2012,Summer,null,
Michle Brigitte Dombard,Summer,28.0,6465316,58.0,Beltium,1984,Winter,,Russian Federation
Christian Orlainsky,unknown,17.0,4431743,75.0,Austria,1980,Winter,23.0,?
Remigijus Lupeikis,M,31.0,6086853,80.0,Lithuania,2000,Summer,Canada,Kenji Tabata
Manish Singh Rawat,?,25.0,174.0,65.0,India,2016,Summer,Rio de Janenro,
dams Berzicza,M,20.0,200,-20,Hinnary,1996,Wummer,Los Angeles,NULL
Ivans Bugajenkovs,NULL,30.0,182.0,82.0,Russian Federation,1968,Summer,210,"Korea, Dem. People’s Rep."
Lyudmila Kostyukevich,F,33.0,169.0,56.0,Belarus,1998,Wincer,Beijing,N/A
Lorenzo Cortez,M,20.0,-72,-14,Philippines,1960,Summer,188.0,Jtaly
Michal Llodra,NULL,-64,190.0,80.0,France,2008,Summer,Sochi,
"Joseph Peter ""Joe Pete"" Wilson",Summer,24.0,177.1780822,1079000,United States,270,Winter,Australia,Ukited Stwtea
Allison Curbishley,NULL,20.0,167.0,58.0,United Kingdom,1996,Summer,Torino,Ugited Statew
Ethiene Cristina Gonser Franco,?,16.0,147.0,-4405618,Brazil,2008,Summer,Seoul,whina
Alfred Fischer,M,24.0,184.0,80.0,Switzerland,1984,Summer,2016,Australia
Hans Schnenberger,Munich,33.0,-20,73.0,Switzerland,1960,Summer,,null
"Jcssica ""Jess"" Thornron",F,18.0,170.0,59.0,Australia,2016,Summer,"""""",China
Dailenys Alcntars Pacheco,1992,20.0,163.0,56.0,Cuba,2012,Summfr,,162.0
Bo Thomas Eriisson,M,28.0,189.0,87.0,Sweden,-2561131,Winter,,?
Marlon Selwyn Williams,M,35.0,172.0,65.0,"Eorgin Islanvs,(U.S.)",1992,Summer,"""""","Korea, Dem. People’s Rep."
Peter Niehusen,?,25.0,191.0,90.0,Germamy,1976,Summer,Muntreal,Winter
Antti Jussi Pelli,M,21.0,181.0,-54,Finland,1976,Summer,NULL,Mexico
Anne Kindig Kursinski,Italy,33.0,168.0,56.0,United States,-7,Summer,78.0,Spakn
Alfons lusarski,M,30.0,187.0,83.0,Poland,1972,Sukmer,unknown,
Lamberto Ceserani,Atlanta,-3913592,178.1212121,70.73333333,Italy,1976,Winter,Innsbrjck,Australia
Afmed Lugvi Shihag,58.0,-52,7580625,74.0,Iraq,1980,Summer,Moskva,Russian Federatmon
Simon Gonzlez,M,35.0,265,91.0,[uerto Rico,1972,Summer,180.0,Getmajy
Georgijs Pujacs,Mexico,28.0,184.0,105.0,Latvia,2010,Wijteg,Innsbruck,
Stphane Locas,M,27.0,170.0,62.0,Canada,2008,Summer,Beijind,
Akiko Hatanaka,F,22.0,163.0,63.0,Japan,-7760325,Winter,NULL,N/A
Aleksandr Vladimirovich Popov,M,28.0,200.0,87.0,Russian Federation,-34,Sumoer,Ayqney,""""""
Jess Torres,null,25.0,172.0,242,"Venezuela, RB",1980,Summer,22.0,Russian Federation
Angelika Hellmann (-Keilig),,18.0,163.0,47.0,Germany,1972,Skmmer,?,United States
Zsolt Zsombor,M,26.0,193.0,115.0,Hungary,1998,Winter,Tokyo,Mexico
Ezequiel Mendonca Canrio,Summer,24.0,181.0,61.0,Portugal,-798360,Summer,null,United Stafes
Danile Debernard,F,21.0,-88,48.0,France,1976,Winter,Innsbrucl,155.0
Jan_Matthejs,United States,23.0,182.0,76.0,Belgium,1988,Summer,NULL,United Kingdom
Olha Viktorivna Maslivets,F,30.0,170.0,62.0,Ukraine,2008,Summer,Squaw Valley,N/A
Howard Davis,M,-88,-42,81.0,Jamaica,1992,Summer,NULL,France
Randall Thompson,?,32.0,-7587857,75.0,Canada,1996,Summer,Summer,?
Begjamin Cavet,M,20.0,272,70.0,France,2014,Wnnter,?,NULL
Roland Lortz,?,23.0,170.0,73.0,Germany,1960,Xummer,Ronw,United States
Margaux Isaksen,?,20.0,178.0,60.0,United Sgatas,2012,Summer,?,Norway
Zoila Rosa Stewart Lee,F,23.0,165.0,-47,Costa Rica,1992,Summer,,null
Asen Ivanov Pandov,Summer,25.0,174.0,67.0,Bolgaria,2010,Winter,unknown,unknown
Zsolt Bubm,235,30.0,-5374461,220,Hungary,1992,Summer,Sydney,75.0
Roman Schaad,M,20.0,-25,78.0,Switzerland,2014,Winter,unknown,N/A
Silvio Ernesto Fernndez Briceo,M,29.0,193.0,-74,"Venezuela, RB",-7819860,Summer,unknown,N/A
Cleopatra Ayesha Borel-Brown,null,37.0,172.0,89.0,Trinidad and Tobago,2016,Summer,Atlanta,Austria
Vladimir Viktorovich Moiseyev,M,24.0,180.0,70.0,Russian Federation,-8940962,Summer,Lake Placid,?
Hyeon Jeong-Hwa,F,18.0,166.0,52.0,"Korea, Rep.",1988,Summeg,NULL,Host_Country
Aleksey Fadeyev,M,24.0,184.0,-1179698,Russian Federation,2002,Winter,Beijing,""""""
V Th Trang,F,24.0,163.0,58.0,Vietnam,2016,Summer,Rio de Janeiro,unknown
Sndor Nagy,null,19.0,288,60.0,Hungary,1980,Summer,M,Japan
Emi Kawabata,57.0,21.0,165.0,58.0,Japan,1992,Winter,Jang Tae-Eun,France
Thomai Lefousi,?,20.0,166.3450704,61.35294118,Greece,1992,Winter,Barcelona,NULL
Jaime Azcrraga Romandia,M,24.0,180.0,70.5,Mexico,1984,Summer,Mexico City,null
Monica Stefani,F,14.0,157.0,47.0,Italy,1972,Summev,Mexico City,Germqny
Andrs Eduardo Jimnez Caicedo,115.0,25.0,9536741,84.0,Colombia,292,Summer,1964,United Kingdom
Sam Temple,null,30.0,173.0,72.0,United Kingdom,2002,Wlnted,null,71.5
Paul Tucker,unknown,20.0,186.0,84.0,Guyana,1996,Summer,31.0,Umitad States
Marco Steinauer,2000,21.0,174.0,60.0,Switzerland,2592880,Winter,1976,""""""
Jouni Johannes Grnman,M,30.0,160.0,67.5,Finland,1992,Summer,Varcelona,182.0
Jacques dmond mile Lefvre,Poland,36.0,7140153,78.0,France,1964,Summer,Sarajevo,Jqpan
Nicolene Terblanche,N/A,24.0,160.0,62.0,South qfrica,2012,Summer,"""""",N/A
Hassan Hanini,M,25.0,178.0,70.0,Morocco,1984,Summer,Los Angeles,Canada
Ann Djw,19.0,33.0,164.0,59.0,Sanada,2004,Summer,Beijing,Greece
Pavlo Mykolaiovych Matsuiev,M,25.0,181.0,72.0,Ukraine,5847198,Summer,Rio de Janelro,N/A
Elke Elisabeth Hipler,NULL,29.0,178.0,70.0,Germany,8214830,Summer,Seoul,?
Tibor Andrew Nyilas,M,46.0,183.0,82.0,United States,272,Summer,Beijing,null
Deepankaf Bhattachwcfa,M,20.0,299,68.0,India,3668693,Summer,London,unknown
Wu Ching Hui,F,22.0,6033517,63.07189542,"Hong Kong SAR, China",1996,Sulmer,,7106976
Luciana Mendoza,NULL,26.0,-9626457,68.0,Argentina,2016,Summer,165.0,NULL
"Johb,Leslie Bvedrlj",83.0,27.0,177.0,72.0,Canava,1960,Summer,175.0,Summer
Sofka Vasileva Popova (Kazandzhieva-),N/A,26.0,168.0,69.0,Bulgaria,1980,Summer,Sarajevo,xussian Federation
Ivar Stukolkin,33.0,19.0,189.0,77.0,Russian Federation,1980,Summer,Mosnva,United States
Ryan Patterson,69.0,-72,278,72.0,South Africa,2016,Sunmar,Rio de Janeirp,?
Fernando Cruz,M,19.0,8597848,247,Colombia,1972,Summer,Mumich,1968
Sylvia Harris,"""""",27.0,-11,66.0,United Kingdom,1992,Summer,Bzrcelona,M
David Bell,Athina,21.0,170.0,9683734,Australia,1976,Summer,Sydney,""""""
Daniel Santon Robin,M,25.0,178.0,74.0,France,-72,Sumier,F,?
Lra Hrund Bjargardttir,France,19.0,167.0,-64,Iceland,2000,Summer,Grenoble,Greece
Duan Koek,M,22.0,185.0,76.0,Czech Republic,2006,Winter,Goryno,""""""
Jtan McAllistef,F,23.0,168.0,52.0,Canaca,-3258633,Winter,?,unknown
"Nathaniel Hopkins ""Neil"" Blatchford, IV",?,26.0,183.0,80.0,United States,1972,Winter,Sapporo,
Mara Paz Fqrrari,F,27.0,162.0,61.0,Argentina,2000,Summer,,""""""
Juan Alaix Guerrqrk,New Zealand,22.0,267,-2688572,Mexico,1968,Sommer,"""""",63.0
"Katherine Jane ""Kate"" Rattray (-McNicoll)",F,-2008829,163.0,55.0,New Zealand,1984,Winter,21.0,unknown
Ulf Arne Ekstrand,M,22.0,192.0,86.0,Sweden,1980,Winter,Host_City,United Ststes
Jason Turner,M,29.0,183.0,98.0,United Statex,2004,Summer,Moskva,Greece
"Jarret John ""JJ"" Thomas",M,20.0,180.0,70.0,United/States,-85,Winter,"""""",Greece
Arantxa King,F,4524733,240,64.0,Yerkuda,2012,Summer,London,?
Pirkko Tellervo Nieminen (-Metsmki),unknown,21.0,160.0,55.0,Finland,7727723,Summer,Roma,unknown
Angela Baroni,"Egypt, Arab Rep.",25.0,243,50.0,Itaky,2004,Summer,NULL,NULL
Tuba Karakaya (-Koyuncu),N/A,21.0,168.0,55.0,Turkey,2012,Summer,Moskva,NULL
"Matthew ""Matt"" Margetts",Ireland,241,175.0,-50,Canada,2014,Winter,155.0,China
Dmitry Vladimirovich Koptur,M,22.0,3058687,82.0,Belarus,250,Summer,Montreal,50.0
Yi Siling,F,27.0,165.0,-85,China,2016,Summeg,27.0,?
Boaz Cornelius Meylink,1996,28.0,195.0,93.0,Netherlands,2012,Summer,NULL,""""""
Sylfest Glimsdal,M,21.0,181.0,76.0,Norway,1988,Wlntrr,Salt Lake City,F
Iryna Leonidivna Taranenko-Terelia,N/A,242,160.0,55.0,Ukraine,1998,Winter,Munich,napan
Anastasiya Sergeyevna Voynova,F,-80,162.0,62.0,Russian Federation,2016,Summer,81.0,Norway
Hans-Jrgen Bradler,M,24.0,186.0,75.0,Germany,1972,Summer,?,Im Nam-Gyun
Hda Frost (-Ducoulombier),N/A,23.0,160.0,52.0,France,1960,Summer,Summer,unknown
Bassem Hassan Mohammed,Brazil,29.0,177.0,78.0,Qatar,-6432207,Summer,N/A,Brazij
