Name,Sex,Age,Height,Weight,Team,Year,Season,Host_City,Host_Country
Christina Lagerwall (-Haarlem),F,21.0,177.0,65.0,Sweden,1960,Summer,Roma,Italy
Vladimir Pavlovich Leontyev,M,25.0,168.0,74.0,Russian Federation,1972,Summer,Munich,Germany
Holger Bauroth,M,27.0,184.0,74.0,Germany,1992,Winter,Albertville,France
Irfan Yousuf,M,20.0,177.0,80.0,Pakistan,2000,Summer,Sydney,Australia
Pietro Paolo Mennea,M,24.0,180.0,73.0,Italy,1976,Summer,Montreal,Canada
Li Yongbo,M,29.0,175.0,75.0,China,1992,Summer,Barcelona,Spain
Sumangala Sharma,F,17.0,165.0,53.0,India,2004,Summer,Athina,Greece
Ghada Shouaa,F,18.0,187.0,63.0,Syrian Arab Republic,1992,Summer,Barcelona,Spain
Andr Kouprianoff,M,21.0,169.0,65.0,France,1960,Winter,Squaw Valley,United States
"Benedikt ""Bene"" Mayr",M,24.0,180.0,80.0,Germany,2014,Winter,Sochi,Russian Federation
Bohdan Andrzejewski,M,26.0,186.0,72.0,Poland,1968,Summer,Mexico City,Mexico
Annemarie Waser,F,20.0,167.2525458,63.18930041,Switzerland,1960,Winter,Squaw Valley,United States
Rodion Mykhailovych Luka,M,27.0,170.0,63.0,Ukraine,2000,Summer,Sydney,Australia
Go Gwang-Gu,M,19.0,155.4758065,53.0,"Korea, Rep.",1992,Summer,Barcelona,Spain
Marcus China Watson,M,25.0,177.0,88.0,United Kingdom,2016,Summer,Rio de Janeiro,Brazil
Kaori Icho,F,32.0,166.0,61.0,Japan,2016,Summer,Rio de Janeiro,Brazil
Bohdan Adam Buakowski,M,30.0,181.0,67.0,Poland,1980,Summer,Moskva,Russian Federation
Yumie Kobayashi,F,20.0,162.0,60.0,Japan,1998,Winter,Nagano,Japan
Kong Yingchao,F,23.0,165.0,55.0,China,2006,Winter,Torino,Italy
Albert Idel Bravo Morales,M,28.0,199.0,88.0,"Venezuela, RB",2016,Summer,Rio de Janeiro,Brazil
Vera Igorevna Zvonaryova,F,23.0,172.0,59.0,Russian Federation,2008,Summer,Beijing,China
Katja Minna Marita Holanti,F,23.0,167.0,62.0,Finland,1998,Winter,Nagano,Japan
Raphal Stphane Louis Poire,M,31.0,174.0,70.0,France,2006,Winter,Torino,Italy
Andreas Schweizer,M,24.0,172.0,68.0,Switzerland,2004,Summer,Athina,Greece
Yury Konstantinovich Cherednik,M,22.0,203.0,101.0,Russian Federation,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Alec Page,M,18.0,179.0,73.0,Canada,2012,Summer,London,United Kingdom
Marco Meoni,M,23.0,197.0,86.0,Italy,1996,Summer,Atlanta,United States
Hsu Yue-Yun,F,14.0,164.0,54.0,China,1972,Summer,Munich,Germany
Bret Richard Hudson,M,22.0,160.0,62.0,Australia,1996,Summer,Atlanta,United States
Callum Skinner,M,23.0,187.0,93.0,United Kingdom,2016,Summer,Rio de Janeiro,Brazil
Alessandro Bovo,M,27.0,185.0,78.0,Italy,1996,Summer,Atlanta,United States
"Ann Jennifer Francis ""Jennie"" Loriston-Clarke (Bullen-)",F,29.0,172.0,65.0,United Kingdom,1972,Summer,Munich,Germany
Lars Arne Frlander,M,22.0,184.0,83.0,Sweden,1996,Summer,Atlanta,United States
Mou Ying-Hsin,F,18.0,173.0,62.0,China,1996,Summer,Atlanta,United States
Mikoaj Kubica,M,18.0,170.0,64.0,Poland,1964,Summer,Tokyo,Japan
Michael Haybck,M,22.0,182.0,65.0,Austria,2014,Winter,Sochi,Russian Federation
Constantin Corduneanu,M,27.0,160.0,55.0,Romania,1996,Summer,Atlanta,United States
"Elizabeth Louise ""Beth"" Storry",F,34.0,173.0,74.0,United Kingdom,2012,Summer,London,United Kingdom
No Jin-Su,M,27.0,188.0,75.0,"Korea, Rep.",1992,Summer,Barcelona,Spain
Moses Musonge,M,20.0,170.0,83.0,Uganda,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Anna Nikolayevna Malova,F,26.0,175.0,59.0,Russian Federation,2016,Summer,Rio de Janeiro,Brazil
Vladimir Aleksandrovich Alikin,M,22.0,178.3325843,72.43171558,Russian Federation,1980,Winter,Lake Placid,United States
Hiroyuki Sano,M,23.0,178.0,68.0,Japan,1992,Summer,Barcelona,Spain
Kaarle Henry Pekkala,M,40.0,170.0,66.0,Finland,1960,Summer,Roma,Italy
Albert Marie,M,27.0,184.0,66.0,Seychelles,1984,Summer,Los Angeles,United States
Erika Bello,F,20.0,170.0,58.0,Italy,1996,Summer,Atlanta,United States
Jorge Fidel Ponce,M,20.0,172.0,56.0,Honduras,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Yury Grigoryevich Lyadov,M,26.0,174.0,73.0,Belarus,2014,Winter,Sochi,Russian Federation
Valentyna Yevhenivna Shevchenko,F,34.0,165.0,51.0,Ukraine,2010,Winter,Vancouver,Canada
Eva Janko (Egger-),F,27.0,180.0,72.0,Austria,1972,Summer,Munich,Germany
Barbara Maria Wysoczaska (Szeja-),F,26.0,169.0,67.0,Poland,1976,Summer,Montreal,Canada
Mary Elizabeth Peters,F,25.0,173.0,71.0,United Kingdom,1964,Summer,Tokyo,Japan
Roberta Fiandino,F,24.0,170.0,56.0,Italy,2010,Winter,Vancouver,Canada
Anastasiya Eduardovna Chaun,F,23.0,175.0,58.0,Russian Federation,2012,Summer,London,United Kingdom
Salvatore Amitrano,M,32.0,184.0,73.0,Italy,2008,Summer,Beijing,China
"Ronald ""Ron"" Richards",M,20.0,170.0,63.0,Canada,1984,Winter,Sarajevo,Bosnia and Herzegovina
Mohammad Reza Bajool,M,28.0,172.0,62.0,"Iran, Islamic Rep.",1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Daniel Kreutzer,M,22.0,176.0,87.0,Germany,2002,Winter,Salt Lake City,United States
Gustavo de Freitas Guimares,M,22.0,180.0,90.0,Brazil,2016,Summer,Rio de Janeiro,Brazil
zer Atei,M,25.0,180.0,72.0,Turkey,1968,Winter,Grenoble,France
Eli Sukunda,M,35.0,180.0,70.0,Canada,1984,Summer,Los Angeles,United States
Esmeralda de Jesus Freitas Garca Silami,F,25.0,162.0,52.0,Brazil,1984,Summer,Los Angeles,United States
Yves Bouquel,M,25.0,166.0,55.0,France,1980,Summer,Moskva,Russian Federation
Orlando Trindade da Ressurreio Ferreira Azinhais,M,26.0,170.0,70.0,Portugal,1960,Summer,Roma,Italy
"Albert ""Chainey"" Umphrey",M,25.0,167.3314176,62.82627526,United States,1996,Summer,Atlanta,United States
Krisztin Takcs,M,26.0,186.0,85.0,Hungary,2012,Summer,London,United Kingdom
"Richard ""Rick"" Nasheim",M,31.0,180.0,85.0,Austria,1994,Winter,Lillehammer,Norway
Volkhart Buchter,M,24.0,188.0,87.0,Germany,1968,Summer,Mexico City,Mexico
Jouni Jaakko Ilomki,M,28.0,181.0,85.0,Finland,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
"Raffaela ""Raffi"" Wolf",F,27.0,168.0,65.0,Germany,2006,Winter,Torino,Italy
Lee Yeong-Ha,M,23.0,175.0,76.0,"Korea, Rep.",1980,Winter,Lake Placid,United States
Tamami Tanaka,F,26.0,154.0,50.0,Japan,2002,Winter,Salt Lake City,United States
Alexandros Kefalas,M,29.0,179.0,80.0,Greece,2014,Winter,Sochi,Russian Federation
Muhammad Khalid,M,19.0,176.8697221,73.33043793,Pakistan,1992,Summer,Barcelona,Spain
Yang Kyong-Il,M,22.0,158.0,57.0,"Korea, Dem. People’s Rep.",2012,Summer,London,United Kingdom
"Petri Kalevi ""Pete"" Skriko",M,21.0,178.0,79.0,Finland,1984,Winter,Sarajevo,Bosnia and Herzegovina
Silvia Paredes Yucailla,F,33.0,164.0,57.0,Ecuador,2016,Summer,Rio de Janeiro,Brazil
Melinda Cleland,F,15.0,153.0,49.0,Australia,2000,Summer,Sydney,Australia
Carmen Dolores Martn Berenguer,F,28.0,172.0,72.0,Spain,2016,Summer,Rio de Janeiro,Brazil
Ismail Elm Khah,M,23.0,160.0,56.0,"Iran, Islamic Rep.",1960,Summer,Roma,Italy
Karl Niklas Jonsson,M,22.0,178.0,68.0,Sweden,1992,Winter,Albertville,France
Malcolm Malpass,M,21.0,199.0,93.0,United Kingdom,1968,Summer,Mexico City,Mexico
Mohamed Ahmed Suleiman,M,22.0,175.0,63.0,Qatar,1992,Summer,Barcelona,Spain
Imre Dvid,M,28.0,193.0,86.0,Hungary,1972,Summer,Munich,Germany
Jos Saizozema,M,22.0,172.8761468,63.66022727,Dominican Republic,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Masahiro Akimoto,M,23.0,175.0,63.0,Japan,1980,Winter,Lake Placid,United States
Andrea Mannai,M,25.0,165.0,51.0,Italy,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Aleksandr Nikolayevich Maltsev,M,30.0,175.0,77.0,Russian Federation,1980,Winter,Lake Placid,United States
Eva-Lena Lisbet Karlsson (-Frick),F,22.0,169.0,62.0,Sweden,1984,Winter,Sarajevo,Bosnia and Herzegovina
Eileen Marie Coparropa Alemn,F,15.0,170.0,70.0,Panama,1996,Summer,Atlanta,United States
David I. Westerhout,M,44.0,186.0,86.0,Zimbabwe,1980,Summer,Moskva,Russian Federation
Hansli Kreuzer,M,21.0,178.0,74.0,Switzerland,1972,Winter,Sapporo,Japan
"Donald James ""Don"" Thompson",M,27.0,168.0,55.0,United Kingdom,1960,Summer,Roma,Italy
Davian Dessaline Clarke,M,28.0,178.0,78.0,Jamaica,2004,Summer,Athina,Greece
Ndia Gomes Colhado,F,23.0,194.0,88.0,Brazil,2012,Summer,London,United Kingdom
Hanna Carolina Ljungberg,F,21.0,160.0,58.0,Sweden,2000,Summer,Sydney,Australia
Khristo Atanasov Zhelev,M,28.0,180.0,78.0,Bulgaria,1976,Summer,Montreal,Canada
Christophe Ruer,M,27.0,173.0,69.0,France,1992,Summer,Barcelona,Spain
"Sarah ""Sarie"" Bezuidenhout (-Coltman)",F,19.0,158.0,57.0,Zimbabwe,1964,Summer,Tokyo,Japan
Tatyana Aleksandrovna Likhtarovich,F,20.0,180.0,67.0,Belarus,2008,Summer,Beijing,China
Polina Hryhorivna Astakhova,F,23.0,166.0,56.0,Russian Federation,1960,Summer,Roma,Italy
Robert Jacek Kostecki,M,27.0,180.0,88.0,Poland,1996,Summer,Atlanta,United States
Alexandru Jucov,M,31.0,185.0,67.0,Moldova,1996,Summer,Atlanta,United States
Boldizsr Kiss,M,19.0,179.0,66.0,Hungary,2004,Summer,Athina,Greece
Hac liyev,M,25.0,168.0,65.0,Azerbaijan,2016,Summer,Rio de Janeiro,Brazil
Mariusz Zasada,M,25.0,176.0,67.0,Poland,1976,Summer,Montreal,Canada
Kaija-Liisa Keskivitikka,F,18.0,172.0,68.0,Finland,1964,Winter,Innsbruck,Austria
Tal Stricker,M,21.0,182.0,70.0,Israel,2000,Summer,Sydney,Australia
Alejandra Zavala Vzquez,F,32.0,165.0,85.0,Mexico,2016,Summer,Rio de Janeiro,Brazil
Dmitry Gennadyevich Ipatov,M,25.0,176.0,60.0,Russian Federation,2010,Winter,Vancouver,Canada
Maryna Pestriakova,F,26.0,158.0,56.0,Ukraine,1998,Winter,Nagano,Japan
Sabrina Jaquet,F,25.0,169.0,60.0,Switzerland,2012,Summer,London,United Kingdom
Anders Johnson,M,20.0,190.0,75.0,United States,2010,Winter,Vancouver,Canada
Woo Ha-Ram,M,18.0,168.0,58.0,"Korea, Rep.",2016,Summer,Rio de Janeiro,Brazil
Jordi Rib Font,M,30.0,183.0,71.0,Spain,1998,Winter,Nagano,Japan
Aleksandr Fyodorovich Budnikov,M,24.0,173.0,78.0,Russian Federation,1980,Summer,Moskva,Russian Federation
Ewa Halina Pisiewicz (Rybak-),F,26.0,164.0,55.0,Poland,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Park Byung-Chul,M,19.0,178.0,70.0,"Korea, Rep.",1992,Winter,Albertville,France
Rkarur Rkarsson,M,22.0,186.0,83.0,Iceland,2000,Summer,Sydney,Australia
Pedro Ferrero,M,45.0,175.0,70.0,Argentina,1984,Summer,Los Angeles,United States
Lszl Farkas,M,31.0,174.0,70.0,Hungary,1992,Winter,Albertville,France
Damian Gerard Brown,M,22.0,178.0,76.0,Australia,1992,Summer,Barcelona,Spain
Savkuz Dzaboyevich Dzarasov,M,30.0,182.0,108.0,Russian Federation,1960,Summer,Roma,Italy
Ana Josefina Fortin Pineda,F,20.0,166.0,51.0,Honduras,1992,Summer,Barcelona,Spain
Richard Campion,M,19.0,170.0,73.0,United Kingdom,1960,Summer,Roma,Italy
Minoru Ito,M,31.0,164.0,59.0,Japan,1972,Summer,Munich,Germany
"Cheng Shu Ming ""Micky""",M,38.0,170.0,66.0,"Hong Kong SAR, China",1984,Summer,Los Angeles,United States
Arun Panchia,M,27.0,180.0,73.0,New Zealand,2016,Summer,Rio de Janeiro,Brazil
Ilia Giorgadze,M,22.0,168.0,70.0,Georgia,2000,Summer,Sydney,Australia
Deborah Jiahui Tsai,F,21.0,162.0,52.0,Australia,2016,Summer,Rio de Janeiro,Brazil
"Russel S. ""Russ"" Witherby",M,30.0,180.0,68.0,United States,1992,Winter,Albertville,France
Inna Oleksandrivna Kashyna,F,24.0,162.0,48.0,Ukraine,2016,Summer,Rio de Janeiro,Brazil
Takao Ito,M,23.0,172.0,68.0,Japan,1976,Winter,Innsbruck,Austria
John Joseph Wood,M,26.0,180.0,80.0,Canada,1976,Summer,Montreal,Canada
Luke Walton,M,25.0,190.0,83.0,United States,2004,Summer,Athina,Greece
Michael James Blackburn,M,30.0,178.0,78.0,Australia,2000,Summer,Sydney,Australia
Ashley Nicoll-Holzer (-Munro-),F,48.0,152.0,60.0,Canada,2012,Summer,London,United Kingdom
Wolfgang Nordwig,M,28.0,184.0,73.0,Germany,1972,Summer,Munich,Germany
kos Molnr,M,25.0,194.0,90.0,Hungary,2012,Summer,London,United Kingdom
Michle Brigitte Dombard,F,28.0,158.0,58.0,Belgium,1984,Winter,Sarajevo,Bosnia and Herzegovina
Christian Orlainsky,M,17.0,175.0,75.0,Austria,1980,Winter,Lake Placid,United States
Remigijus Lupeikis,M,31.0,182.0,80.0,Lithuania,2000,Summer,Sydney,Australia
Manish Singh Rawat,M,25.0,174.0,65.0,India,2016,Summer,Rio de Janeiro,Brazil
Tams Berzicza,M,20.0,176.0,82.0,Hungary,1996,Summer,Atlanta,United States
Ivans Bugajenkovs,M,30.0,182.0,82.0,Russian Federation,1968,Summer,Mexico City,Mexico
Lyudmila Kostyukevich,F,33.0,169.0,56.0,Belarus,1998,Winter,Nagano,Japan
Lorenzo Cortez,M,20.0,175.0,66.0,Philippines,1960,Summer,Roma,Italy
Michal Llodra,M,28.0,190.0,80.0,France,2008,Summer,Beijing,China
"Joseph Peter ""Joe Pete"" Wilson",M,24.0,177.1780822,71.03374233,United States,1960,Winter,Squaw Valley,United States
Allison Curbishley,F,20.0,167.0,58.0,United Kingdom,1996,Summer,Atlanta,United States
Ethiene Cristina Gonser Franco,F,16.0,147.0,46.0,Brazil,2008,Summer,Beijing,China
Alfred Fischer,M,24.0,184.0,80.0,Switzerland,1984,Summer,Los Angeles,United States
Hans Schnenberger,M,33.0,173.0,73.0,Switzerland,1960,Summer,Roma,Italy
"Jessica ""Jess"" Thornton",F,18.0,170.0,59.0,Australia,2016,Summer,Rio de Janeiro,Brazil
Dailenys Alcntara Pacheco,F,20.0,163.0,56.0,Cuba,2012,Summer,London,United Kingdom
Bo Thomas Eriksson,M,28.0,189.0,87.0,Sweden,1988,Winter,Calgary,Canada
Marlon Selwyn Williams,M,35.0,172.0,65.0,Virgin Islands (U.S.),1992,Summer,Barcelona,Spain
Peter Niehusen,M,25.0,191.0,90.0,Germany,1976,Summer,Montreal,Canada
Antti Jussi Pelli,M,21.0,181.0,68.5,Finland,1976,Summer,Montreal,Canada
Anne Kindig Kursinski,F,33.0,168.0,56.0,United States,1992,Summer,Barcelona,Spain
Alfons lusarski,M,30.0,187.0,83.0,Poland,1972,Summer,Munich,Germany
Lamberto Ceserani,M,22.0,178.1212121,70.73333333,Italy,1976,Winter,Innsbruck,Austria
Ahmed Lutfi Shihad,M,24.0,170.0,74.0,Iraq,1980,Summer,Moskva,Russian Federation
Simon Gonzlez,M,35.0,170.0,91.0,Puerto Rico,1972,Summer,Munich,Germany
Georgijs Pujacs,M,28.0,184.0,105.0,Latvia,2010,Winter,Vancouver,Canada
Stphane Locas,M,27.0,170.0,62.0,Canada,2008,Summer,Beijing,China
Akiko Hatanaka,F,22.0,163.0,63.0,Japan,1998,Winter,Nagano,Japan
Aleksandr Vladimirovich Popov,M,28.0,200.0,87.0,Russian Federation,2000,Summer,Sydney,Australia
Jess Torres,M,25.0,172.0,60.0,"Venezuela, RB",1980,Summer,Moskva,Russian Federation
Angelika Hellmann (-Keilig),F,18.0,163.0,47.0,Germany,1972,Summer,Munich,Germany
Zsolt Zsombor,M,26.0,193.0,115.0,Hungary,1998,Winter,Nagano,Japan
Ezequiel Mendonca Canrio,M,24.0,181.0,61.0,Portugal,1984,Summer,Los Angeles,United States
Danile Debernard,F,21.0,156.0,48.0,France,1976,Winter,Innsbruck,Austria
Jan Mattheus,M,23.0,182.0,76.0,Belgium,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Olha Viktorivna Maslivets,F,30.0,170.0,62.0,Ukraine,2008,Summer,Beijing,China
Howard Davis,M,25.0,185.0,81.0,Jamaica,1992,Summer,Barcelona,Spain
Randall Thompson,M,32.0,177.0,75.0,Canada,1996,Summer,Atlanta,United States
Benjamin Cavet,M,20.0,180.0,70.0,France,2014,Winter,Sochi,Russian Federation
Roland Lortz,M,23.0,170.0,73.0,Germany,1960,Summer,Roma,Italy
Margaux Isaksen,F,20.0,178.0,60.0,United States,2012,Summer,London,United Kingdom
Zoila Rosa Stewart Lee,F,23.0,165.0,53.0,Costa Rica,1992,Summer,Barcelona,Spain
Asen Ivanov Pandov,M,25.0,174.0,67.0,Bulgaria,2010,Winter,Vancouver,Canada
Zsolt Bubn,M,30.0,194.0,81.0,Hungary,1992,Summer,Barcelona,Spain
Roman Schaad,M,20.0,187.0,78.0,Switzerland,2014,Winter,Sochi,Russian Federation
Silvio Ernesto Fernndez Briceo,M,29.0,193.0,80.0,"Venezuela, RB",2008,Summer,Beijing,China
Cleopatra Ayesha Borel-Brown,F,37.0,172.0,89.0,Trinidad and Tobago,2016,Summer,Rio de Janeiro,Brazil
Vladimir Viktorovich Moiseyev,M,24.0,180.0,70.0,Russian Federation,1996,Summer,Atlanta,United States
Hyeon Jeong-Hwa,F,18.0,166.0,52.0,"Korea, Rep.",1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Aleksey Fadeyev,M,24.0,184.0,72.0,Russian Federation,2002,Winter,Salt Lake City,United States
V Th Trang,F,24.0,163.0,58.0,Vietnam,2016,Summer,Rio de Janeiro,Brazil
Sndor Nagy,M,19.0,175.0,60.0,Hungary,1980,Summer,Moskva,Russian Federation
Emi Kawabata,F,21.0,165.0,58.0,Japan,1992,Winter,Albertville,France
Thomai Lefousi,F,20.0,166.3450704,61.35294118,Greece,1992,Winter,Albertville,France
Jaime Azcrraga Romandia,M,24.0,180.0,70.5,Mexico,1984,Summer,Los Angeles,United States
Monica Stefani,F,14.0,157.0,47.0,Italy,1972,Summer,Munich,Germany
Andrs Eduardo Jimnez Caicedo,M,25.0,188.0,84.0,Colombia,2012,Summer,London,United Kingdom
Sam Temple,M,30.0,173.0,72.0,United Kingdom,2002,Winter,Salt Lake City,United States
Paul Tucker,M,20.0,186.0,84.0,Guyana,1996,Summer,Atlanta,United States
Marco Steinauer,M,21.0,174.0,60.0,Switzerland,1998,Winter,Nagano,Japan
Jouni Johannes Grnman,M,30.0,160.0,67.5,Finland,1992,Summer,Barcelona,Spain
Jacques dmond mile Lefvre,M,36.0,176.0,78.0,France,1964,Summer,Tokyo,Japan
Nicolene Terblanche,F,24.0,160.0,62.0,South Africa,2012,Summer,London,United Kingdom
Hassan Hanini,M,25.0,178.0,70.0,Morocco,1984,Summer,Los Angeles,United States
Ann Dow,F,33.0,164.0,59.0,Canada,2004,Summer,Athina,Greece
Pavlo Mykolaiovych Matsuiev,M,25.0,181.0,72.0,Ukraine,2016,Summer,Rio de Janeiro,Brazil
Elke Elisabeth Hipler,F,29.0,178.0,70.0,Germany,2008,Summer,Beijing,China
Tibor Andrew Nyilas,M,46.0,183.0,82.0,United States,1960,Summer,Roma,Italy
Deepankar Bhattacharya,M,20.0,178.0,68.0,India,1992,Summer,Barcelona,Spain
Wu Ching Hui,F,22.0,166.2980132,63.07189542,"Hong Kong SAR, China",1996,Summer,Atlanta,United States
Luciana Mendoza,F,26.0,170.0,68.0,Argentina,2016,Summer,Rio de Janeiro,Brazil
John Leslie Beedell,M,27.0,177.0,72.0,Canada,1960,Summer,Roma,Italy
Sofka Vasileva Popova (Kazandzhieva-),F,26.0,168.0,69.0,Bulgaria,1980,Summer,Moskva,Russian Federation
Ivar Stukolkin,M,19.0,189.0,77.0,Russian Federation,1980,Summer,Moskva,Russian Federation
Ryan Patterson,M,22.0,177.0,72.0,South Africa,2016,Summer,Rio de Janeiro,Brazil
Fernando Cruz,M,19.0,167.0,70.0,Colombia,1972,Summer,Munich,Germany
Sylvia Harris,F,27.0,175.0,66.0,United Kingdom,1992,Summer,Barcelona,Spain
David Bell,M,21.0,170.0,65.0,Australia,1976,Summer,Montreal,Canada
Daniel Santon Robin,M,25.0,178.0,74.0,France,1968,Summer,Mexico City,Mexico
Lra Hrund Bjargardttir,F,19.0,167.0,58.0,Iceland,2000,Summer,Sydney,Australia
Duan Koek,M,22.0,185.0,76.0,Czech Republic,2006,Winter,Torino,Italy
Jean McAllister,F,23.0,168.0,52.0,Canada,1988,Winter,Calgary,Canada
"Nathaniel Hopkins ""Neil"" Blatchford, IV",M,26.0,183.0,80.0,United States,1972,Winter,Sapporo,Japan
Mara Paz Ferrari,F,27.0,162.0,61.0,Argentina,2000,Summer,Sydney,Australia
Juan Alans Guerrero,M,22.0,177.0,70.0,Mexico,1968,Summer,Mexico City,Mexico
"Katherine Jane ""Kate"" Rattray (-McNicoll)",F,21.0,163.0,55.0,New Zealand,1984,Winter,Sarajevo,Bosnia and Herzegovina
Ulf Arne Ekstrand,M,22.0,192.0,86.0,Sweden,1980,Winter,Lake Placid,United States
Jason Turner,M,29.0,183.0,98.0,United States,2004,Summer,Athina,Greece
"Jarret John ""JJ"" Thomas",M,20.0,180.0,70.0,United States,2002,Winter,Salt Lake City,United States
Arantxa King,F,22.0,178.0,64.0,Bermuda,2012,Summer,London,United Kingdom
Pirkko Tellervo Nieminen (-Metsmki),F,21.0,160.0,55.0,Finland,1960,Summer,Roma,Italy
Angela Baroni,F,25.0,156.0,50.0,Italy,2004,Summer,Athina,Greece
Tuba Karakaya (-Koyuncu),F,21.0,168.0,55.0,Turkey,2012,Summer,London,United Kingdom
"Matthew ""Matt"" Margetts",M,26.0,175.0,75.0,Canada,2014,Winter,Sochi,Russian Federation
Dmitry Vladimirovich Koptur,M,22.0,196.0,82.0,Belarus,2000,Summer,Sydney,Australia
Yi Siling,F,27.0,165.0,51.0,China,2016,Summer,Rio de Janeiro,Brazil
Boaz Cornelius Meylink,M,28.0,195.0,93.0,Netherlands,2012,Summer,London,United Kingdom
Sylfest Glimsdal,M,21.0,181.0,76.0,Norway,1988,Winter,Calgary,Canada
Iryna Leonidivna Taranenko-Terelia,F,31.0,160.0,55.0,Ukraine,1998,Winter,Nagano,Japan
Anastasiya Sergeyevna Voynova,F,23.0,162.0,62.0,Russian Federation,2016,Summer,Rio de Janeiro,Brazil
Hans-Jrgen Bradler,M,24.0,186.0,75.0,Germany,1972,Summer,Munich,Germany
Hda Frost (-Ducoulombier),F,23.0,160.0,52.0,France,1960,Summer,Roma,Italy
Bassem Hassan Mohammed,M,29.0,177.0,78.0,Qatar,2016,Summer,Rio de Janeiro,Brazil
Zhang Hongbo,M,28.0,178.0,75.0,China,2008,Summer,Beijing,China
Yuriy Oleksandrovych Sukhorukov,M,36.0,176.0,65.0,Ukraine,2004,Summer,Athina,Greece
Fernando Vzquez Martnez,M,25.0,173.0,58.0,Spain,1996,Summer,Atlanta,United States
Massimo Nistri,M,16.0,181.0,72.0,Italy,1972,Summer,Munich,Germany
Nicklas Erik Lidstrm,M,31.0,188.0,88.0,Sweden,2002,Winter,Salt Lake City,United States
Jean-Michel Jacques Georges Hubert Saive,M,38.0,180.0,76.0,Belgium,2008,Summer,Beijing,China
Korbinian Holzer,M,21.0,190.0,93.0,Germany,2010,Winter,Vancouver,Canada
Thin Sumbwegam,M,34.0,168.0,55.0,Myanmar,1964,Summer,Tokyo,Japan
Azaari Mohamed Zain,M,23.0,173.0,64.0,Malaysia,1976,Summer,Montreal,Canada
David Alan Cook,M,23.0,175.0,66.0,United Kingdom,1992,Summer,Barcelona,Spain
Jihad Sharif,M,20.0,157.0,52.0,Jordan,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Gustavo Barreiros de Albuquerque,M,25.0,172.0,85.0,Brazil,2016,Summer,Rio de Janeiro,Brazil
Hsu Chi-Chieh,M,20.0,177.0,70.0,China,2008,Summer,Beijing,China
Ryan Bailey,M,23.0,193.0,82.0,United States,2012,Summer,London,United Kingdom
Judit Fekete (-Hazsik),F,28.0,170.0,65.0,Hungary,1972,Summer,Munich,Germany
"John Mantz Strotbeck, III",M,27.0,188.0,84.0,United States,1984,Summer,Los Angeles,United States
Harald Ambros,M,28.0,177.0,72.0,Austria,2008,Summer,Beijing,China
Darin McBeath,M,25.0,189.0,94.0,Canada,2002,Winter,Salt Lake City,United States
Noriaki Kasai,M,25.0,176.0,60.0,Japan,1998,Winter,Nagano,Japan
Bjrn Lars Johannes Erik Ferry,M,35.0,194.0,83.0,Sweden,2014,Winter,Sochi,Russian Federation
Simone Pinzani,M,21.0,176.0,67.0,Italy,1994,Winter,Lillehammer,Norway
Aleksandr Vyacheslavovich Golubyov,M,21.0,174.0,74.0,Russian Federation,1994,Winter,Lillehammer,Norway
Barclay John Wade,M,20.0,180.0,83.0,Australia,1964,Summer,Tokyo,Japan
Pa Konate,M,22.0,171.0,72.0,Sweden,2016,Summer,Rio de Janeiro,Brazil
Louise Parker,F,17.0,162.0,59.0,Canada,1960,Summer,Roma,Italy
Andreas Wecker,M,18.0,160.0,62.0,Germany,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Davyd Abramovych Tyshler,M,33.0,183.0,79.0,Russian Federation,1960,Summer,Roma,Italy
Edith Erna Oker,F,23.0,168.0,56.0,Germany,1984,Summer,Los Angeles,United States
lknur Akdoan,F,31.0,170.0,58.0,Turkey,2000,Summer,Sydney,Australia
Wioletta Potpa,F,23.0,188.0,95.0,Poland,2004,Summer,Athina,Greece
"Yoko Karin Zetterlund (-Bush, -Hiroshi)",F,23.0,180.0,65.0,United States,1992,Summer,Barcelona,Spain
Smiljana Marinovi,F,30.0,176.0,60.0,Croatia,2008,Summer,Beijing,China
"Karin Enke-Kania (-Busch-, -Richter)",F,22.0,180.0,72.0,Germany,1984,Winter,Sarajevo,Bosnia and Herzegovina
"Percival Andrew ""Percy"" Knowles",M,41.0,168.0,70.0,"Bahamas, The",1972,Summer,Munich,Germany
Erica Rossi,F,24.0,178.0,61.0,Italy,1980,Summer,Moskva,Russian Federation
"Henry Winston ""Harry"" Jerome",M,19.0,180.0,77.0,Canada,1960,Summer,Roma,Italy
Ahmed Shageef,M,21.0,166.0,65.0,Maldives,1992,Summer,Barcelona,Spain
Stig Patrik Sandstrm,M,33.0,180.0,80.0,Sweden,2000,Summer,Sydney,Australia
Huang Huadong,M,24.0,163.0,57.0,China,1996,Summer,Atlanta,United States
