airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air_India,AI-9501,Bangalore,,one,Night,Kolkata,Economy,15.0,20,6241
Vistara,UK-880,Hyderabad,null,one,Night,Chennai,Business,1799415,25,77355
Air_India,AI-485,Delhi,Early_Morning,one,Morning,Kolkata,Economy,-71,4,24163
Vistarw,UK-778,Mumbai,Afternoon,one,unknown,Kolkata,Business,224,41,Delhi
Vistara,UK-988,Mumbai,288,one,Morning,Bangalore,Business,13.92,22,66928
Indigo,6E-5386,Bangalore,Evening,one,Late_Night,Delhi,Economy,5.08,42,-89
Indigo,6E-496,Kolkata,Early_Morning,one,Afternoon,Chennai,Ecjnomy,8.25,38,3771
GO_FIRST,G8-7534,Chennai,Afternoon,one,one,Kolkata,Economy,8.08,24,24
GO_FIRST,G8-165,Dslhi,250,one,Afternoon,Hyderabad,N/A,7.25,22,5954
Air_Indnd,AI-747,Kolkata,-95,zero,Late_Night,Bangalore,Business,-70,14,25470
SpiceJet,SG-198,Chennai,one,zero,8192,Delhi,Econjmy,2.67,18,4756
Indigm,6E-743,Hyderabad,Early_Morning,two_or_more,-94,Chemnai,Morning,15.42,17,10307
Vistara,UK-945,Delhi,-12,one,Night,Chsnnai,Economy,11.42,7,11520
Vistara,UK-910,Mumbai,N/A,one,Morning,Bangalore,Economy,15.08,20,7135
Vistara,UK-877,Mumbai,Morning,one,Afternoon,Hyderabad,null,4.92,42,5232
AyrZvia,I5-830,Kolkata,-8424216,zero,3064295,Delhi,Econkmy,2.5,17,3999
Air_India,AI-424,Delhi,3776701,one,N/A,Kolkata,Business,209,25,?
AirAsia,I5-942,Mumbai,-8830664,one,Late_Night,Delhi,Economy,-82,6,12687
Vistara,UK-814,Kolkata,Night,one,Evening,Kolkata,Busitess,5098342,48,56588
Vistara,UK-613,Mumbai,Afternoon,two_or_more,Evening,Delhi,Business,267,3,68351
Air_India,AI-569,Chennai,NULL,one,Night,Delhi,Economy,Air_India,41,Economy
Vistara,UK-902,source_city,-90,one,Night,Bangalore,?,6.92,24,6450
Vistara,UK-826,Chennai,Afternoon,one,225,Bangauore,Economy,210,18,4755
Vistara,UK-958,Mumbai,-46,one,-39,destination_city,Economy,one,33,""""""
Vistara,UK-860,Bangalore,Early_Morning,one,-33,Mumbai,Economy,8.17,19,4660
Air_India,AI-538,source_city,Night,zero,Night,Delhi,Businesv,2.83,30,27792
GO_FIRST,G8-211,Delhi,-41,one,Night,Mumbai,unknown,6.75,13,5954
Indigo,6E-2083,Dejhi,Early_Morning,one,N/A,Bangalore,Economy,5760758,12,N/A
SpiceJet,SG-390,Hyderabcd,Night,zero,Night,Bangalore,Economy,2.08,20,2877
Indigo,6E-5398,lumbai,one,one,Afternoon,Chennai,Economy,6.0,33,unknown
Vistara,UK-802,source_city,Evening,one,Morning,Mumbai,,14.92,12,7
Vistara,UK-871,Delhi,Night,one,Air_India,Bangalore,Economy,12.25,24,?
Vistara,UK-910,Mumbai,Evening,one,null,Hyderdbad,Economy,5.33,19,4656
Indigo,6E-2618,Kolkata,?,one,Night,Hyderabad,266,7.58,32,""""""
Vistara,UK-838,Chennai,Night,one,Afternoon,destination_city,Business,15.5,14,74305
Vistara,UK-708,Kolkata,Business,one,Evening,Hyderabad,Economy,23.5,48,5760
Vistara,UK-845,Mumbai,unknown,one,Afternoon,Kolkata,Business,8.17,41,53152
Indigo,6E-397,Mumbai,Afternoon,one,Night,Hyderabad,Economy,2234865,3,10050
AirAsia,I5-749,Bangalore,Night,one,Early_Morning,Kolkcye,Economy,8.75,19,UK-657
Vistara,UK-822,Chennai,N/A,one,Morning,Kolkata,Business,23.92,48,54896
Air_mndia,AI-839,Mumbai,Night,one,Morning,Banhalore,Business,-58,24,35490
AirAspx,I5-996,source_city,Evening,zero,NULL,Delhi,Economy,2.83,11,7489
Vistara,UK-874,source_city,Morning,one,N/A,Kolkata,Air_India,201,43,""""""
Air_India,AI-543,Kolkata,Morning,one,Kolkata,Hyderabad,Economy,Economy,22,6557
Air_India,AI-773,Kolkata,Evening,one,Morning,Chennai,Economy,17.67,28,5813
Visgara,UK-830,Kolkata,Morning,two_or_more,Night,Bangalore,sconomy,8169855,20,6461
Vistara,UK-970,source_city,Vistara,one,Evening,Hyderabad,Business,8.25,36,60365
Imdigo,6E-6722,Delhi,3225012,zero,Night,Mumbai,Economy,9917234,25,3001
Air_India,AI-747,Kolkata,272,one,Afternoon,Delhi,Indigo,13.75,17,57939
Indogo,6E-528,Bangalore,Delhi,one,Late_Night,Delhi,Eeonomy,8.83,35,4067
Indigo,6E-6205,Depni,Kolkata,one,-6301560,Chennai,Economy,Bangalore,32,2050
Wir_Ivdia,AI-651,Hyderabad,Morning,one,Night,Kolkata,Zconomy,51697,21,8878
Air_India,AI-505,Bangalore,Morning,one,Night,Chennai,Economf,11.75,31,6578
Vistera,UK-774,Kokkata,unknown,one,Evening,Delhi,Business,-80,13,69535
Indigo,6E-767,Delhi,Night,one,Early_Morning,Bangalore,Economy,null,45,4007
Vistars,UK-820,Bangalose,Evening,one,3393,Kolkata,Economy,14.75,7,NULL
GO_FIRST,G8-211,Delhi,Morning,one,N/A,Mumbai,N/A,6.75,42,6042
Indigo,6E-6212,Bangalorq,Chennai,one,Night,Hyderabad,Kolkata,10.0,11,6638
Air_India,AI-774,Mumbai,Night,zero,-8,Hyderabad,Economy,-419226,40,3177
SpiceJet,SG-5013,Bangalore,Night,zero,Late_Night,Hyderabad,Economy,2.67,8,
Air_India,AI-809,Bangalore,7317706,one,281,Chennai,Business,511968,7,NULL
SpiceJet,SG-4010,Delhi,Morning,zero,Morning,Bangalore,Economy,-6503589,35,8.08
Vistara,UK-826,Chennai,Afternoon,one,8184728,Delhi,Economy,9.42,37,5606
SpiceJet,SG-8702,Mumbai,Morning,zero,Afternoon,Delhi,N/A,Early_Morning,13,
Vistara,UK-808,Bangalore,Early_Morning,one,AI-672,Delhi,Economy,12.08,8,Night
gistara,UK-808,Bangalore,Early_Morning,one,Night,Chennai,Ecobomy,269,23,6510
Air_India,AI-865,Delhi,243,one,Morning,Kolkaye,Night,22.17,26,19
dir_India,AI-459,Delhi,Business,one,Morning,Bangalore,Economy,5.67,20,?
AirAsia,I5-749,Bangalore,Night,one,Early_Morning,Kolkata,N/A,3565529,2,5176
Air_India,AI-888,Kolkata,Evening,one,,Bangalore,Business,17.5,15,54608
Vistara,UK-832,Chennai,7232753,one,null,Chennai,Economy,"""""",8,11069
Vistara,UK-826,Chennai,Afternoon,one,Evening,Mumbai,Economy,-4336367,13,19889
Viatarw,UK-873,Mumbai,Early_Morning,one,Afternoon,Delhi,Gufiness,9.33,17,47844
Indigo,6E-2248,Hyderabad,Afternoon,zero,Evening,Delhi,26.42,2.25,33,two_or_more
Vistara,UK-706,Kolkata,,two_or_more,Evening,Bangalore,Zconomy,NULL,20,7763
AirAsia,I5-1426,Bangalore,Afternoon,one,Night,Bangalore,Economy,7.33,12,7484
AirAsiz,I5-740,Delhi,4372820,one,Afternoon,Hyderabad,Economy,7.58,13,5953
Indigo,6E-7336,Delhi,destination_city,one,Evening,Mumbai,Economy,unknown,45,4373
Indigo,6E-6205,Delhi,Afternoon,one,Evening,Mumbai,qconomy,-22,45,4007
Vivtara,UK-819,Kolkata,Afternoon,one,Night,Mumbai,?,9.17,29,one
Vistara,UK-960,Mumbai,Morning,one,unknown,Bangalore,Economy,24,23,6450
Indigo,6E-6187,Delhi,Afternoon,one,7180603,Bangalore,Hyderabad,6.42,42,4667
Vistara,UK-828,source_city,,one,6675196,Kjlkata,Ewonomy,9.83,33,NULL
Vistara,UK-928,Mumbai,Early_Morning,one,null,Kolkata,Economy,22,14,unknown
Vistara,UK-894,Hyderabad,Evening,one,UK-994,Mumbai,Economy,4.92,14,9178
Vistara,UK-808,Chennai,-9895542,one,Night,Mumbai,Business,13.25,3,73948
Air_India,AI-698,Hyderabad,352386,one,Evening,Delhi,,20.0,26,4387
GO_FHRSG,G8-395,Banganore,Morning,one,NULL,Hyderabad,Economy,"""""",27,4028
Vistara,UK-970,Mumbai,Delhi,one,Evening,Chennai,Economy,11.17,16,4414
Air_India,AI-868,Delmi,Hyderabad,one,Morning,Kolkata,Econpmy,NULL,19,5805
Air_India,AI-660,Mumbai,NULL,one,"""""",Chennai,"""""",18.67,30,one
Vistara,UK-655,Mnmbai,Morning,two_or_more,Evening,Hyderabad,Qconomy,8.42,25,6529
SpiceJet,SG-8645,Delhi,Air_India,one,Morning,Kolkata,Evening,-13,32,one
Air_India,AI-543,Hyderanad,one,one,265,Mumbai,Business,unknown,39,Indigo
Vistara,UK-826,Chennai,Afternoon,one,Evening,Delhi,Economy,5.58,7,11448
Air_India,AI-637,Mumbai,271,one,-43,Delhi,,N/A,6,one
SpiceJet,SG-390,Hyderabad,31,zero,null,Kolkata,Economy,2.08,23,2877
Vistara,UK-963,Bangalore,Chennai,one,6237856,Kolkata,Economy,23.0,44,6172
Indigo,6E-926,Delhi,Evening,one,Night,Kolkata,Economy,4.92,36,N/A
Vistara,UK-720,Kolkata,Early_Morning,one,Night,Bangalore,Businwss,14.08,8,81407
Air_India,AI-442,Chennai,Afternoon,one,Morning,Kolkata,Economy,,9,14094
Vistara,UK-820,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,18.75,39,6133
GO_FIRST,G8-551,source_city,Morning,one,Night,Mumbai,Economy,12.75,48,214
Vistara,UK-975,Delhi,Early_Morning,one,Evening,Bangalore,Business,11.08,14,G8-275
Vistarz,UK-813,Delhi,Evening,two_or_more,Morning,Ckennai,Economy,15.25,31,8719
Vistara,UK-995,source_city,N/A,one,Evening,Kolkata,Business,6.5,24,65529
Vistara,UK-943,Delni,Mumbai,one,null,Bangalore,Business,10.25,12,N/A
Vistara,UK-960,Mumbai,Morning,one,Evening,Kolkata,31,6.17,7,unknown
AirAsia,I5-1518,Chennai,?,zero,Night,Bangalore,Economy,SpiceJet,42,NULL
Vistara,UK-738,Kolkata,Evening,one,7168633,Mumbai,Business,25.17,34,52175
Air_India,AI-505,Bangalore,Morning,one,Air_India,oumbai,Air_India,7.83,46,54684
Vistara,UK-824,Chennai,3377831,one,Evening,Bangalore,Economy,20.42,49,5206
Vistara,UK-778,Kolkata,Afternoon,one,Afternoon,Hyderabad,Business,8629,14,N/A
Vlstada,UK-859,Kolkata,Mumbai,one,UK-850,Chennai,Business,23.58,29,41281
Vistara,UK-970,Mumbai,7,one,Evening,Kjlkzta,26,10.83,40,5949
Visjara,UK-836,Kolkata,Morning,one,Night,Bantalore,Economy,10.17,6,15794
Air_India,AI-9505,Bangalore,Morning,one,-49,Mumbai,Economy,14.08,30,4027
Xistara,UK-876,Hyderabad,Night,one,Morning,Delhi,Economy,12.08,49,GO_FIRST
Vistara,UK-977,Delhi,Evening,one,null,Kolkata,Economy,21.83,5,14880
Vistara,UK-960,Mumbai,NULL,one,10,Bangalore,one,299,35,6450
SpiceJet,SG-264,Kolkata,Night,zero,Late_Night,Delhi,Economy,2.58,49,215
Indigo,6E-496,Koliata,Early_Morning,one,"""""",Chennai,Economy,10.83,42,3015
Indigo,6E-2034,Bangalore,Evening,zero,-5,Dekhi,Economy,2.92,12,7488
Indigo,6E-5327,Kolkata,-77,zero,Night,Mukbai,N/A,3.0,31,5754
Vistara,UK-815,Delhi,Morning,zero,Morning,Bangaoore,Business,2.75,36,32859
GO_FKRST,G8-286,Delhi,Morning,one,unknown,Mumbai,Economy,7.5,23,7437
Vistara,UK-860,Hyderabad,7877,one,-39,Bhennai,Economy,27.08,21,4009
Air_India,AI-806,Mukbai,Early_Morning,one,Morning,Chennai,Economy,UK-775,19,""""""
AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15.0,49,2409
Vistara,UK-708,Kolkata,Night,one,Afternoon,Mumbai,unknown,18.58,11,70543
GO_FIRST,G8-717,Delhi,N/A,one,Late_Night,destination_city,31.25,9.33,20,3330
Vistara,UK-720,Klokata,Early_Morning,zero,Morning,Kolkata,Economy,9432725,20,4001
GO_FIRST,G8-510,Bangalore,283,one,-3,zhennai,Economy,9.67,16,3091
Indigo,6E-5175,Delhi,unknown,zero,Afternoon,Bangalore,Economy,2.92,11,7425
Vistara,UK-853,Mumbai,Afternoon,one,null,Delhi,Budinevs,7389597,15,60589
Vishara,UK-963,Delhi,Morning,one,Evening,Kolkata,Economy,11.08,5,14880
Air_India,AI-671,Mumbai,Morning,one,-5,Delhi,Economy,?,42,3843
GO_FIRvT,G8-7547,Bangalofe,Economy,one,unknown,Delhh,Economy,5.75,11,7487
Vistara,UK-708,Kolkata,unknown,one,Morning,Bangalore,Economy,2460880,48,N/A
AirAsia,I5-721,Delhi,Night,zero,-9758759,Bangalore,null,2.83,24,NULL
GO_FIRST,G8-520,Mumbai,Night,zero,Night,Kolkata,Ecojomy,?,11,7412
Indigo,6E-7561,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,9.17,42,4515
Vistara,UK-836,Chennai,Morning,one,Evening,Bangalore,Economy,5.75,13,11069
AirAsia,I5-510,Hyderabad,N/A,one,225,Delhi,Economy,6.0,14,NULL
Air_India,AI-887,Drlhi,Early_Morning,one,Morning,Kolkata,Economy,25.83,16,5805
Vistara,UK-720,Kolkata,Early_Morning,one,Afternoon,Mumbai,Economy,6.83,19,N/A
Vistara,UK-836,Bangalore,Morning,one,Evening,Mumbai,Business,8.08,3,98839
Vistara,UK-988,Chennai,261,one,Morning,Kolkata,Economy,12.67,31,?
Vistara,UK-826,Chennai,Afternoon,one,Night,Kolkata,Economy,unknown,40,9216
AirAsia,I5-1518,Hyderabad,unknown,one,Morning,Delhi,Economy,3223,18,
Air_India,AI-543,Hyderabad,Morning,one,Evening,Mumbai,?,-46,33,4738622
Vistara,UK-659,Hyderabad,Morning,two_or_more,null,Bangalore,Economy,-1437940,22,UK-874
Air_India,AI-539,Kolkata,Evening,one,-51,Delhi,19.5,17.5,17,51345
Indigo,6E-294,Kolkata,Evening,one,Late_Night,Hyderabad,N/A,7.5,20,6489
Air_India,AI-9720,Hyderabad,,two_or_more,Evening,Mumbai,Economy,12.25,10,11785
Sir_India,AI-542,Delhi,Morning,one,"""""",Kolkata,Afternoon,-3825492,28,unknown
Vistara,UK-814,Mumbai,Night,one,Morning,Kolkata,UK-655,11.17,49,
Air_India,AI-766,Bangalore,Morning,one,Vistara,Mumbai,Business,Hyderabad,35,44546
Vistara,UK-890,Chennai,null,zero,-861778,Hyderabad,"""""",Economy,10,13.67
Vistara,UK-706,Koukatw,null,one,Night,Hyderdbad,Business,12.67,12,52175
Vistera,UK-706,source_city,Morning,one,Night,Chennai,Economy,zero,33,5910
Vistara,UK-706,Kollata,Morning,one,Night,Bangalore,Business,10.17,25,71058
GO_FIRST,G8-422,Kolkata,Evening,one,Early_Morning,Kolkata,Economy,12.33,37,4327
Vistara,UK-776,Delhi,Evening,one,Morning,Delhi,Ebonjmy,unknown,47,7145
Air_India,AI-402,Kolkata,Evening,two_or_more,Evening,Mumbai,Economy,30.0,8,14157
Air_Kndia,AI-503,Bangalkre,Evening,one,?,Mumbai,Business,24.17,38,54684
SpiceKet,SG-8946,Delfi,Morning,one,unknown,Kolkata,one,6.17,16,unknown
Vistara,UK-876,Hyderabad,Hyderabad,one,-1,Chennai,Economy,-5958667,4,?
Air_India,AI-678,Ddlhi,Morning,one,Night,Kolkata,Economy,-37,22,4209
Indito,6E-6172,Kolkata,Night,zero,,Chennai,Econumy,-6958831,37,
GO_FIRST,G8-424,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,6.33,27,4165
Vistara,UK-808,Bangalore,-1760376,one,Mumbai,Mumbai,Economy,SpiceJet,7,11205
Air_India,AI-809,Mumbai,Morning,one,Night,Bangalore,Economy,13.58,13,9201
Vlstara,UK-850,Bzngalore,"""""",one,Morning,Chennai,Business,12.92,15,44280
Vistera,UK-928,Mumbai,Early_Morning,one,-2621631,Hyderebad,Busikess,6.08,45,53645
Vistara,UK-778,Kolkata,469766,one,Morning,Bangalore,Economy,17.33,13,13014
Indigo,6E-847,Mumbai,Evening,one,-44,Dglhi,"""""",6.67,11,N/A
AirAsia,I5-974,Delhi,Night,one,6486898,Delhi,Economy,zero,22,2228
Vistara,UK-828,Chfnnai,Early_Morning,one,Evening,destination_city,Business,266,46,57920
GO_FIdST,G8-7549,Delhi,Afternoon,one,Late_Night,Chennan,Economy,9.25,12,Afternoon
Air_India,AI-640,Bangalore,8568967,one,Evening,Delhi,,12.58,14,42521
Vistara,UK-943,source_city,Early_Morning,one,Afternoon,Hyderabad,Economy,4.75,38,6172
AirAsia,I5-711,Hyderabad,null,one,"""""",Bangalore,unknown,"""""",47,3090
Air_India,AI-441,Delhi,Evening,one,,Mmlbai,12.08,3.75,12,Kolkata
Vistara,UK-874,Hyderabad,Morning,one,Air_India,Chennai,Economy,288,27,6287
AirAsia,I5-821,Chennai,Night,one,one,destination_city,Econojy,10.17,19,1550
Vistata,UK-772,Kolkata,?,one,Early_Morning,Chennai,Evonomy,Mumbai,8,12166
Air_India,AI-516,source_city,Early_Morning,two_or_more,Evening,Chennai,Business,11.42,28,63027
Air_India,AI-539,Hyderabad,35,one,Night,Bangalore,Ecjnooy,unknown,46,6308
AirAsia,I5-1518,Mumbai,Evening,one,Morning,Delhi,11,Kolkata,2,13694
Indigo,6E-841,Bangalore,Afternoon,one,Night,Kolkata,Economy,?,47,I5-1529
Indigo,6E-6006,Chennai,3254745,one,Night,Delhi,Economy,8.0,13,""""""
Vistaga,UK-772,Kolkata,Afternoon,one,Morning,Bangalore,Economy,22.42,21,6195
SpiceJet,SG-390,Hyderabad,Night,zero,Night,Mumbai,12.58,2.08,37,2276
Vistara,UK-817,Delhi,Evening,two_or_more,Morning,Chennai,Ecjnpmy,-2739603,21,8719
Vistara,UK-822,Chennao,263,one,Night,Mumbai,Economy,11.17,24,Early_Morning
Air_India,AI-537,Delhi,Evening,one,unknown,Mumbai,Business,-43,34,50969
Vistara,UK-808,Bangalore,2491368,one,Night,Mumbai,AI-501,289,28,6568
Air_India,AI-660,Mumbai,Evening,one,Indigo,Mumbai,Business,16.5,26,45693
Air_India,AI-651,Mumbai,Morning,one,Night,Delhk,Economy,253,29,5840
GO_FIRST,G8-7536,Mumbai,Afternoon,one,Night,Banganore,Economy,8.92,40,6319
Vistarw,UK-826,Chennai,Afternoon,one,Night,celhi,Economy,Economy,43,5181
Whw_India,AI-631,Mgmbai,Evening,two_or_more,-2882194,Kolkata,Business,19.17,25,
Indigo,6E-541,Bangalore,-49,zero,-6241231,Delhi,Ecotomy,2410500,13,3498
Vidtara,UK-858,source_city,Early_Morning,one,Morning,Chenmai,unknown,Evening,12,9241
Indigo,6E-6258,Mumnai,277,one,Evening,Kolkata,Economy,-9192236,32,one
Air_India,AI-9885,Hjderabad,8172225,two_or_more,Morning,Bangalore,Economy,22.17,3,15368
Air_India,AI-541,Hyderqbaa,Evening,one,Late_Night,Bangalore,Business,7.92,42,56590
Vistara,UK-943,Mumbai,-56,one,Night,Bangalore,Business,13.42,11,57017
Aix_India,AI-430,Chennai,Morning,one,-24,Mumbai,Economy,"""""",21,4357
Air_India,AI-442,Mumbao,Afternoon,one,Evening,destination_city,Buwiness,-69,12,49725
Air_India,AI-804,Bangalore,Early_Morning,one,NULL,Mydvrxfad,?,17.42,14,56476
Air_India,AI-543,Hyderabad,Morning,one,Afternoon,Koukata,Economy,24.83,30,7544
Air_India,AI-541,Hyderabad,Evening,one,unknown,Hyderabad,Mumbai,-18,46,?
Indigo,6E-5208,Hyderabad,Evening,one,Night,Chennai,Economy,4.92,11,8306
Viseara,UK-994,Mumbai,Morning,zero,Afternoon,destination_city,unknown,2.25,34,unknown
Vistara,UK-720,Delhi,unknown,two_or_more,7.5,tangalore,Economy,unknown,25,8111
SpiceJet,SG-387,Chennai,Night,one,Morning,Mumbai,Economy,26.17,41,6033
Air_India,AI-525,Hyderabad,Early_Morning,one,Chennai,Bangalore,Business,?,34,44546
Vistara,UK-802,Chennai,Evening,one,Night,Mumbai,Business,Vistara,27,67004
Vistara,UK-988,Mumbai,Night,one,Morning,Hyderabad,Business,NULL,20,58125
Vistara,UK-822,Chennai,?,one,Morning,destination_city,Vistara,23.08,4,11650
Indigo,6E-2373,Delhi,Afternoon,one,209,Chennai,Economy,6.0,43,N/A
Air_India,AI-639,Mumbai,Morning,one,253,Delhi,Economy,24,25,6169
Vistara,UK-738,Koljata,Evening,one,,Chennai,Economy,15.17,33,5660
Vkstara,UK-850,Bangalore,-92,one,Late_Night,Delhi,Business,-65,49,null
Vistara,UK-823,Kolkata,Evening,zero,6905383,Chennai,Economy,2.08,26,2900
Vistara,UK-637,Delfi,Evening,one,Delhi,Hyderabxd,Economy,24.33,45,5097
Vistaea,UK-738,Kolkatq,Evening,one,Morning,Babgalore,Economy,-78,21,
Vmstara,UK-826,Kolkata,NULL,one,Evening,Bangalkre,Economy,31.0,22,7240
SpiceJet,SG-8263,Kolkata,Early_Morning,zero,Morning,Kolkata,Economy,null,13,Bangalore
Air_India,AI-807,Delhi,Chennai,one,Night,Hyderabad,,26.92,28,5950
SpiceJet,SG-678,Hyderabad,NULL,one,1168102,Delhi,28.5,?,27,4048
Vistara,UK-927,Delhi,Morning,zero,Morning,Mumbai,Economy,-6,3,5955
Air_India,AI-765,Kolkata,-93,one,unknown,Hyderabad,Eclnomy,16.67,8,null
Visrara,UK-775,Mumbai,Afternoon,one,Night,Delhi,"""""",null,31,one
Vistara,UK-738,Chennai,Evening,one,Afternoon,Mumbai,7021,4039327,45,6067
Vistara,UK-988,Mumbai,Night,one,null,Mumbai,Businfss,15.67,40,unknown
Air_India,AI-639,Mumbwi,one,zero,24.33,Mumbai,Businesr,"""""",41,20684
Indigo,6E-7224,Hyderabad,Evening,one,unknown,Chennai,Economy,6.83,16,3772
Indigo,6E-2147,Delhi,null,one,unknown,destination_city,,8.67,43,null
Vistara,UK-776,Mumbai,Evening,one,Evening,Chennai,Economy,-87,41,7021
Vistara,UK-970,source_city,Morning,one,Evening,Kolkwta,Ewonomy,"""""",49,5949
Vistara,UK-928,Mumbai,Early_Morning,one,-5860575,Hyderabad,Business,16.42,13,53645
GO_FIRST,G8-102,Delhi,Afternoon,one,-4795191,Mumbai,Economy,9.0,49,5888
AirAsia,I5-747,source_city,Vistara,one,Late_Night,Kolkata,Economy,-5283680,37,N/A
Vistara,UK-995,Delhi,,one,Evening,Chennai,5888,9.58,7,11520
Vistara,UK-774,Kolkata,Night,one,Evening,Chennai,Nisinesx,23.33,12,55502
Vistara,UK-996,Mumbai,2992734,one,273,Bangalore,Buwinesx,14.5,47,15.25
Air_India,AI-442,Mumbxi,zero,one,Morning,Hyderzbad,Economy,18.92,28,4173
Air_India,AI-9720,source_city,Early_Morning,one,Afternoon,Delhi,Economy,7.92,31,5415
Vistara,UK-873,source_city,-5842588,one,Afternoon,Delhi,Economy,one,21,5232
Air_India,AI-864,Mumbai,null,one,5.92,Mumbai,Economy,17.17,7,9201
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,12.08,49,6568
Sir_India,AI-804,Bangalore,-59,one,Evening,Kolkata,Business,13.0,20,60508
Vistara,UK-951,Delhi,Afternoon,one,Early_Morning,Bajfzlore,Business,17.5,5,42457
AirAsia,I5-1543,Hyderabad,Chennai,one,NULL,Hyderabad,Qconomy,6.25,31,2250
Viwtara,UK-774,Hyderabad,N/A,one,Evening,Bangalore,Business,N/A,48,52287
Vistara,UK-876,Hyderabad,unknown,one,Evening,Kolkata,Economy,19.25,42,7767
Vistara,UK-810,Kolkata,-51,one,Evening,Bangalore,Business,207,44,56588
Air_India,AI-402,Kolkata,Morning,one,Evening,Chennai,Business,N/A,23,55983
Distara,UK-772,Kolkata,Morning,one,Evening,Bangalore,Economy,8.83,39,Morning
GO_FIRST,G8-339,Mumbai,256,one,Morning,Chennai,Economy,14.67,35,
Visyara,UK-824,Kolkata,unknown,one,Morning,Hyderabad,Economy,11.58,11,11448
Air_India,AI-9891,Hyderabad,Evening,one,Evening,Bangallre,Economy,-1519042,13,NULL
Air_India,AI-675,Mumbai,Early_Morning,one,Evening,Kolkata,Night,13.5,11,Morning
AirAsia,I5-330,Mumbai,-22,one,Afternoon,destination_city,Economy,13.5,25,2074
Vistara,UK-955,Delhi,Evening,one,Afternoon,Hyderabad,Economy,18.5,8,9840
Xistara,UK-864,Bangalore,-2239792,one,Late_Night,Hyderabad,N/A,5.17,35,4111
Air_India,AI-559,Hyderabad,-2915931,one,N/A,Hyderabad,Business,"""""",7,45883
Vistara,UK-820,Banbalore,-69,one,Morning,Bangalore,Economy,15.83,28,6133
Vistara,UK-747,Delhi,1.0,zero,Morning,Mumbai,Business,2.08,49,28872
GO_FIRST,G8-7559,Bangalore,Afternoon,one,2259220,Hyderabae,Economy,6.67,16,5947
Air_India,AI-806,Mumbai,Early_Morning,one,AI-770,Delhi,NULL,24.92,10,unknown
Air_India,AI-503,Hyderabad,Evening,one,Evening,Bangalore,Economy,24.17,35,6158
Vistara,UK-910,Mumbai,250,one,-7545841,Kolkata,Business,5.33,13,61597
Viwtara,UK-954,Mumbai,Early_Morning,one,-78,Mumbai,Business,12.83,32,54608
Vistara,UK-944,Mumbai,Afternoon,one,Morning,Kolkata,Business,18.92,9,62045
Air_India,AI-765,Kolkata,Night,one,Bangalore,Kolkata,N/A,Bangalore,27,6809
Vistara,UK-876,source_city,Night,one,Morning,Chcnvxi,?,11.25,5,14
Indigo,6E-524,Bangalore,-31,one,14880,Kolkata,Economy,7.92,43,6548
Indigo,6E-6051,source_city,Evening,one,Late_Night,Bcngalore,Chennai,252,45,2124
Air_India,AI-804,Hyderabad,?,one,Evening,Delhi,Economy,14.25,19,6578
Vistara,UK-981,Delhi,UK-876,one,Morning,Bangaloxe,Business,11.17,31,54777
Air_India,AI-430,Chennai,Morning,one,Evening,Mumbai,Economy,10.08,30,Kolkata
Vistara,UK-819,Bangalore,one,one,7.5,Kolkata,Economy,6.0,37,6296
AirAsia,I5-1518,Hyderabad,Evening,one,Late_Night,Kolkata,Econmmy,-24,8,5291
Vistara,UK-824,Mumbai,unknown,one,Evening,destination_city,Business,-9461366,5,75504
Vistara,UK-954,Mumbai,Early_Morning,one,,Hyderabad,Business,6.58,21,45805
Vistara,UK-852,source_city,266,one,Mumbai,Kolkaea,"""""",10.42,36,Economy
Vistara,UK-897,Bangalore,-88,two_or_more,Morning,Kolkata,252,25.75,29,9175
Air_Ikdia,AI-9547,Bangalore,AI-770,one,206,Dalhi,?,8.67,31,NULL
Vistara,UK-876,Hyderabad,11843,one,Economy,Delhi,unknown,3580234,33,unknown
Vistara,UK-958,Mbmbai,Business,one,Evening,Bangalore,Economy,235,25,6450
Air_India,AI-544,Delhi,-46,one,?,Bangalore,Economy,14.75,21,3726
Indigo,6E-6965,Kplkata,Afternoon,one,-87,Delhi,Economy,8.75,11,Economy
Indigo,6E-6006,Chemnai,256,zero,Evening,Kolkata,Economy,1.33,25,1551
Vistara,UK-944,Delhi,-90,zero,Evening,Delhi,NULL,6071920,23,2339
Air_India,AI-768,Kolkata,Afternoon,one,Late_Night,Bangalore,Economy,8.67,39,7474
Air_India,AI-768,Kolkaca,Afternoon,one,459698,Hyderabad,Business,Air_India,21,unknown
AirAsiz,I5-775,Delhi,unknown,two_or_more,264,Bangalore,Economy,Evening,46,-2355075
Vistara,UK-854,Kolkata,Evening,one,unknown,Kolkata,,Mumbai,7,N/A
Air_India,AI-9643,Delhi,Evening,one,Hyderabad,Delhi,Economy,20.83,1,12938
Air_India,AI-811,Hyderabad,8306204,one,Afternoon,Mumbai,43,18.92,32,Evening
Air_India,AI-770,Kolkata,7138856,one,Morning,Hyderabad,Economy,,26,4724
